informacoes_basicas_data_requicisao,informacoes_basicas_empresa_divisao,informacoes_basicas_cliente,id_vaga
2021-02-02,Decision São Paulo,Nelson-Page,4155
2021-02-02,Decision São Paulo,Nelson-Page,4154
2021-02-02,Decision São Paulo,Barnes-Woods,4153
2021-02-02,Decision São Paulo,"Morris, Moran and Dodson",4152
2021-02-02,Decision São Paulo,Nelson-Page,4151
2021-02-02,Decision São Paulo,Peterson-Mcdaniel,4150
2021-02-02,Decision São Paulo,Peterson-Mcdaniel,4149
2021-02-02,Decision São Paulo,Nelson-Page,4148
2021-02-02,Decision São Paulo,Peterson-Mcdaniel,4147
2021-02-02,Decision São Paulo,Nelson-Page,4146
2021-02-02,Decision São Paulo,Nelson-Page,4145
2021-02-02,Decision São Paulo,"Morris, Moran and Dodson",4144
2021-02-02,Decision São Paulo,"Morris, Moran and Dodson",4143
2021-02-02,Decision São Paulo,Nelson-Page,4142
2021-02-02,Decision São Paulo,"Wade, Bernard and Bailey",4141
2021-02-01,Decision Campinas,Miller-Curry,4140
2021-02-01,Decision São Paulo,"Morris, Moran and Dodson",4139
2021-02-01,Decision São Paulo,Callahan-Hall,4138
2021-02-01,Decision São Paulo,Barnes-Woods,4137
2021-02-01,Decision São Paulo,Gonzalez and Sons,4136
2021-01-29,Decision Campinas,Miller-Curry,4135
2021-01-29,Decision Campinas,Miller-Curry,4134
2021-01-29,Decision Campinas,Miller-Curry,4133
2021-01-29,Decision Campinas,Miller-Curry,4132
2021-01-29,Decision São Paulo,Barnes-Woods,4131
2021-01-29,Decision São Paulo,Peterson-Mcdaniel,4130
2021-01-29,Decision São Paulo,Peterson-Mcdaniel,4129
2021-01-29,Decision São Paulo,Williams Ltd,4128
2021-01-29,Decision São Paulo,Williams Ltd,4127
2021-01-29,Decision Campinas,Miller-Curry,4126
2021-01-29,Decision Campinas,Miller-Curry,4125
2021-01-29,Decision São Paulo,Nelson-Page,4124
2021-01-29,Decision São Paulo,Nelson-Page,4123
2021-01-28,Decision São Paulo,Nelson-Page,4122
2021-01-29,Decision São Paulo,"Wade, Bernard and Bailey",4121
2021-01-29,Decision São Paulo,Callahan-Hall,4120
2021-01-28,Decision São Paulo,"Morris, Moran and Dodson",4119
2021-01-27,Decision São Paulo,Barnes-Woods,4118
2021-01-28,Decision São Paulo,Nelson-Page,4117
2021-01-28,Decision São Paulo,Barnes-Woods,4116
2021-01-28,Decision São Paulo,Nelson-Page,4115
2021-01-28,Decision São Paulo,Nelson-Page,4114
2021-01-28,Decision São Paulo,Barnes-Woods,4113
2021-01-28,Decision São Paulo,Barnes-Woods,4112
2021-01-28,Decision São Paulo,Nelson-Page,4111
2021-01-28,Decision São Paulo,Barnes-Woods,4110
2021-01-28,Decision São Paulo,Nelson-Page,4109
2021-01-28,Decision São Paulo,Nelson-Page,4108
2021-01-28,Decision São Paulo,"Morris, Moran and Dodson",4107
2021-01-27,Decision São Paulo,Nelson-Page,4106
2021-01-26,Decision São Paulo,Nelson-Page,4105
2021-01-26,Decision São Paulo,Nelson-Page,4104
2021-01-26,Decision São Paulo,Morrison Ltd,4103
2021-01-26,Decision São Paulo,Morrison Ltd,4101
2021-01-26,Decision São Paulo,King-Russell,4100
2021-01-26,Decision São Paulo,King-Russell,4099
2021-01-26,Decision São Paulo,King-Russell,4098
2021-01-26,Decision São Paulo,Nelson-Page,4097
2021-01-25,Decision São Paulo,Nelson-Page,4095
2021-01-26,Decision São Paulo,"Wade, Bernard and Bailey",4094
2021-01-26,Decision São Paulo,"Wade, Bernard and Bailey",4093
2021-01-26,Decision São Paulo,Nelson-Page,4092
2021-01-26,Decision São Paulo,Nelson-Page,4091
2021-01-26,Decision São Paulo,Nelson-Page,4090
2021-01-26,Decision São Paulo,Nelson-Page,4089
2021-01-26,Decision São Paulo,Nelson-Page,4088
2021-01-26,Decision São Paulo,Nelson-Page,4087
2021-01-26,Decision São Paulo,Nelson-Page,4086
2021-01-26,Decision São Paulo,Nelson-Page,4085
2021-01-26,Decision São Paulo,"Wade, Bernard and Bailey",4084
2021-01-26,Decision São Paulo,"Morris, Moran and Dodson",4083
2021-01-26,Decision São Paulo,"Morris, Moran and Dodson",4082
2021-01-26,Decision São Paulo,Nelson-Page,4081
2021-01-26,Decision São Paulo,Nelson-Page,4080
2021-01-26,Decision São Paulo,Nelson-Page,4079
2021-01-26,Decision São Paulo,Nelson-Page,4078
2021-01-26,Decision São Paulo,"Morris, Moran and Dodson",4077
2021-01-26,Decision Campinas,Miller-Curry,4076
2021-01-25,Decision São Paulo,Barnes-Woods,4075
2021-01-25,Decision Campinas,Miller-Curry,4074
2021-01-22,Decision São Paulo,Nelson-Page,4073
2021-01-22,Decision São Paulo,Nelson-Page,4072
2021-01-22,Decision São Paulo,Nelson-Page,4071
2021-01-22,Decision São Paulo,Nelson-Page,4070
2021-01-22,Decision São Paulo,Nelson-Page,4069
2021-01-22,Decision São Paulo,"Rodriguez, Adams and Bell",4068
2021-01-22,Decision São Paulo,Barnes-Woods,4067
2021-01-22,Decision São Paulo,Barnes-Woods,4066
2021-01-22,Decision São Paulo,Barnes-Woods,4065
2021-01-22,Decision São Paulo,Barnes-Woods,4064
2021-01-22,Decision São Paulo,"Rodriguez, Adams and Bell",4063
2021-01-22,Decision São Paulo,Barnes-Woods,4062
2021-01-22,Decision São Paulo,Mann and Sons,4061
2021-01-22,Decision São Paulo,Mann and Sons,4060
2021-01-22,Decision São Paulo,Mann and Sons,4059
2021-01-22,Decision São Paulo,"Morris, Moran and Dodson",4058
2021-01-22,Decision Campinas,Miller-Curry,4057
2021-01-22,Decision São Paulo,"Morris, Moran and Dodson",4056
2021-01-22,Decision São Paulo,"Morris, Moran and Dodson",4055
2021-01-22,Decision São Paulo,"Morris, Moran and Dodson",4054
2021-01-22,Decision São Paulo,"Morris, Moran and Dodson",4053
2021-01-22,Decision São Paulo,"Morris, Moran and Dodson",4052
2021-01-22,Decision Campinas,Miller-Curry,4051
2021-01-21,Decision São Paulo,Callahan-Hall,4050
2021-01-21,Decision São Paulo,Callahan-Hall,4049
2021-01-21,Decision São Paulo,Callahan-Hall,4048
2021-01-21,Decision São Paulo,Barber LLC,4047
2021-01-20,Decision São Paulo,Barnes-Woods,4046
2020-09-25,Decision São Paulo,"Morris, Moran and Dodson",3138
2020-09-25,Decision São Paulo,Barnes-Woods,3137
2020-09-25,Decision São Paulo,"Morris, Moran and Dodson",3136
2020-09-24,Decision São Paulo,Nelson-Page,3135
2020-09-24,Decision São Paulo,Nelson-Page,3134
2020-09-24,Decision São Paulo,Nelson-Page,3133
2020-09-24,Decision São Paulo,Nelson-Page,3132
2020-09-24,Decision São Paulo,Nelson-Page,3131
2020-09-24,Decision São Paulo,Nelson-Page,3130
2020-09-24,Decision São Paulo,Nelson-Page,3129
2020-09-24,Decision São Paulo,Nelson-Page,3128
2020-09-24,Decision São Paulo,Nelson-Page,3127
2020-09-24,Decision São Paulo,Nelson-Page,3126
2020-09-24,Decision São Paulo,Nelson-Page,3125
2020-09-24,Decision São Paulo,Nelson-Page,3124
2020-09-24,Decision São Paulo,Nelson-Page,3123
2020-09-24,Decision São Paulo,Morrison Ltd,3122
2020-09-24,Decision São Paulo,Morrison Ltd,3121
2020-09-24,Decision Campinas,Miller-Curry,3120
2020-09-24,Decision Campinas,Miller-Curry,3119
2020-09-24,Decision Campinas,Miller-Curry,3118
2020-09-24,Decision Campinas,Miller-Curry,3117
2020-09-24,Decision Campinas,Miller-Curry,3116
2020-09-24,Decision Campinas,Miller-Curry,3115
2020-09-24,Decision Campinas,Miller-Curry,3114
2020-09-24,Decision Campinas,Miller-Curry,3113
2020-09-24,Decision Campinas,Miller-Curry,3112
2020-09-24,Decision Campinas,Miller-Curry,3111
2020-09-24,Decision Campinas,Miller-Curry,3110
2020-09-24,Decision Campinas,Miller-Curry,3109
2020-09-24,Decision São Paulo,Barnes-Woods,3108
2020-09-24,Decision São Paulo,Nelson-Page,3107
2020-09-24,Decision São Paulo,Nelson-Page,3106
2020-09-24,Decision São Paulo,Nelson-Page,3105
2020-09-23,Decision São Paulo,Nelson-Page,3104
2020-09-23,Decision São Paulo,Johnson-Aguirre,3103
2020-09-23,Decision São Paulo,Nelson-Page,3102
2020-09-22,Decision São Paulo,Nelson-Page,3101
2020-09-22,Decision São Paulo,Nelson-Page,3100
2020-09-22,Decision São Paulo,"Wade, Bernard and Bailey",3099
2020-09-22,Decision São Paulo,"Wade, Bernard and Bailey",3098
2020-09-22,Decision São Paulo,Nelson-Page,3097
2020-09-22,Decision São Paulo,"Wade, Bernard and Bailey",3096
2020-09-22,Decision São Paulo,"Wade, Bernard and Bailey",3095
2020-09-22,Decision São Paulo,Callahan-Hall,3094
2020-09-22,Decision São Paulo,Nelson-Page,3093
2020-09-22,Decision São Paulo,Nelson-Page,3092
2020-09-22,Decision São Paulo,Jones-Hodges,3091
2020-09-22,Decision São Paulo,"Morris, Moran and Dodson",3090
2020-09-22,Decision Campinas,Miller-Curry,3089
2020-09-22,Decision São Paulo,Morrison Ltd,3088
2020-09-22,Decision São Paulo,"Morris, Moran and Dodson",3087
2020-09-21,Decision São Paulo,"Miller, Tran and Chang",3086
2020-09-21,Decision São Paulo,"Morris, Moran and Dodson",3083
2020-09-21,Decision São Paulo,"Morris, Moran and Dodson",3082
2020-09-21,Decision São Paulo,"Morris, Moran and Dodson",3081
2020-09-21,Decision São Paulo,"Wade, Bernard and Bailey",3080
2020-09-21,Decision São Paulo,Morrison Ltd,3079
2020-09-21,Decision São Paulo,Johnson-Aguirre,3078
2020-09-20,Decision São Paulo,Nelson-Page,3077
2020-09-20,Decision São Paulo,Nelson-Page,3076
2020-09-20,Decision São Paulo,Griffith-Webb,3075
2020-09-20,Decision São Paulo,Nelson-Page,3074
2020-09-20,Decision São Paulo,Nelson-Page,3073
2020-09-20,Decision São Paulo,Nelson-Page,3072
2020-09-20,Decision São Paulo,Nelson-Page,3071
2020-09-20,Decision São Paulo,Nelson-Page,3070
2020-09-20,Decision São Paulo,Nelson-Page,3069
2020-09-20,Decision São Paulo,Nelson-Page,3068
2020-09-20,Decision São Paulo,Nelson-Page,3067
2020-09-20,Decision São Paulo,Nelson-Page,3066
2020-09-20,Decision São Paulo,Nelson-Page,3065
2020-09-20,Decision São Paulo,Nelson-Page,3064
2020-09-20,Decision São Paulo,Nelson-Page,3063
2020-09-20,Decision São Paulo,Nelson-Page,3062
2020-09-18,Decision São Paulo,King-Russell,3061
2020-09-18,Decision São Paulo,Morrison Ltd,3060
2020-09-18,Decision São Paulo,Morrison Ltd,3059
2020-09-18,Decision São Paulo,Barnes-Woods,3058
2020-09-18,Decision São Paulo,Barnes-Woods,3057
2020-09-18,Decision São Paulo,Barnes-Woods,3056
2020-09-17,Decision São Paulo,Nelson-Page,3055
2020-09-17,Decision São Paulo,Nelson-Page,3054
2020-09-17,Decision Campinas,Miller-Curry,3053
2020-09-17,Decision Campinas,Miller-Curry,3052
2020-09-17,Decision Campinas,Miller-Curry,3051
2020-09-17,Decision São Paulo,Morrison Ltd,3050
2020-09-17,Decision São Paulo,Morrison Ltd,3049
2020-09-17,Decision São Paulo,Morrison Ltd,3048
2020-09-16,Decision São Paulo,Nelson-Page,3047
2020-09-16,Decision São Paulo,Nelson-Page,3046
2020-09-16,Decision São Paulo,Nelson-Page,3045
2020-09-16,Decision São Paulo,Nelson-Page,3044
2020-09-16,Decision São Paulo,Nelson-Page,3043
2020-09-16,Decision São Paulo,Nelson-Page,3042
2020-09-16,Decision São Paulo,"Wade, Bernard and Bailey",3041
2020-09-16,Decision São Paulo,"Wade, Bernard and Bailey",3040
2020-09-16,Decision São Paulo,"Morris, Moran and Dodson",3039
2020-09-15,Decision São Paulo,Barnes-Woods,3038
2020-09-15,Decision São Paulo,Barnes-Woods,3037
2020-09-15,Decision São Paulo,"Wade, Bernard and Bailey",3036
2020-09-15,Decision São Paulo,Nelson-Page,3035
2020-09-15,Decision São Paulo,Mann and Sons,3034
2020-09-15,Decision São Paulo,Mann and Sons,3033
2020-09-15,Decision São Paulo,Mann and Sons,3032
2020-09-15,Decision São Paulo,Mann and Sons,3031
2020-09-15,Decision São Paulo,Nelson-Page,3030
2020-09-15,Decision São Paulo,Nelson-Page,3029
2020-09-15,Decision São Paulo,Nelson-Page,3028
2020-09-15,Decision São Paulo,Nelson-Page,3027
2020-09-15,Decision São Paulo,Nelson-Page,3026
2020-09-15,Decision São Paulo,Nelson-Page,3025
2020-09-15,Decision São Paulo,Nelson-Page,3024
2020-09-15,Decision São Paulo,Nelson-Page,3023
2020-09-15,Decision São Paulo,Nelson-Page,3022
2020-09-15,Decision São Paulo,"Morris, Moran and Dodson",3021
2020-09-14,Decision São Paulo,Nelson-Page,3020
2020-09-14,Decision São Paulo,Callahan-Hall,3019
2020-09-14,Decision São Paulo,Bennett Group,3018
2020-09-14,Decision São Paulo,Bennett Group,3017
2020-09-14,Decision São Paulo,Bennett Group,3016
2020-09-14,Decision São Paulo,Nelson-Page,3015
2020-09-14,Decision São Paulo,Nelson-Page,3014
2020-09-14,Decision São Paulo,Nelson-Page,3013
2020-09-14,Decision São Paulo,Nelson-Page,3012
2020-09-14,Decision São Paulo,Morrison Ltd,3011
2020-09-11,Decision São Paulo,"Morris, Moran and Dodson",3010
2020-09-11,Decision São Paulo,"Morris, Moran and Dodson",3009
2020-09-11,Decision São Paulo,Johnson-Aguirre,3008
2020-09-11,Decision São Paulo,"Morris, Moran and Dodson",3007
2020-09-11,Decision São Paulo,"Morris, Moran and Dodson",3006
2020-09-11,Decision São Paulo,"Morris, Moran and Dodson",3005
2020-09-11,Decision São Paulo,"Morris, Moran and Dodson",3004
2020-09-11,Decision São Paulo,"Morris, Moran and Dodson",3003
2020-09-11,Decision São Paulo,"Morris, Moran and Dodson",3002
2020-09-11,Decision São Paulo,"Morris, Moran and Dodson",3001
2020-09-11,Decision São Paulo,Barnes-Woods,3000
2020-09-10,Decision São Paulo,Nelson-Page,2999
2020-09-10,Decision São Paulo,Callahan-Hall,2998
2020-09-10,Decision São Paulo,Callahan-Hall,2997
2020-09-10,Decision São Paulo,Johnson-Aguirre,2996
2020-09-10,Decision São Paulo,Johnson-Aguirre,2995
2020-09-10,Decision São Paulo,Morrison Ltd,2994
2020-09-09,Decision São Paulo,Nelson-Page,2992
2020-09-09,Decision São Paulo,Nelson-Page,2991
2020-09-09,Decision São Paulo,Nelson-Page,2990
2020-09-09,Decision São Paulo,Nelson-Page,2989
2020-09-08,Decision São Paulo,Nelson-Page,2988
2020-09-08,Decision São Paulo,Nelson-Page,2987
2020-09-08,Decision São Paulo,Nelson-Page,2986
2020-09-08,Decision São Paulo,Nelson-Page,2985
2020-09-08,Decision São Paulo,"Morris, Moran and Dodson",2984
2020-09-08,Decision São Paulo,Dougherty-Gilbert,2983
2020-09-08,Decision São Paulo,Mann and Sons,2982
2020-09-08,Decision São Paulo,"Miller, Tran and Chang",2981
2020-09-08,Decision São Paulo,Mann and Sons,2980
2020-09-08,Decision São Paulo,Barnes-Woods,2979
2020-09-07,Decision São Paulo,"Morris, Moran and Dodson",2978
2020-09-07,Decision São Paulo,"Morris, Moran and Dodson",2977
2020-09-07,Decision São Paulo,"Morris, Moran and Dodson",2976
2020-09-04,Decision São Paulo,Nelson-Page,2975
2020-09-04,Decision São Paulo,Nelson-Page,2974
2020-09-04,Decision São Paulo,Nelson-Page,2973
2020-09-04,Decision São Paulo,Nelson-Page,2972
2020-09-04,Decision São Paulo,Nelson-Page,2971
2020-09-04,Decision São Paulo,Nelson-Page,2970
2020-09-04,Decision São Paulo,Nelson-Page,2969
2020-09-04,Decision São Paulo,Griffith-Webb,2968
2020-09-04,Decision São Paulo,Griffith-Webb,2967
2020-09-04,Decision São Paulo,Nelson-Page,2966
2020-09-03,Decision São Paulo,Morrison Ltd,2965
2020-09-03,Decision São Paulo,Morrison Ltd,2964
2020-09-03,Decision São Paulo,Morrison Ltd,2963
2020-09-03,Decision São Paulo,Morrison Ltd,2962
2020-09-03,Decision São Paulo,"Morris, Moran and Dodson",2961
2020-09-03,Decision São Paulo,"Morris, Moran and Dodson",2960
2020-09-03,Decision São Paulo,Nelson-Page,2959
2020-09-03,Decision São Paulo,Nelson-Page,2958
2020-09-02,Decision São Paulo,Nelson-Page,2957
2020-09-02,Decision São Paulo,Nelson-Page,2956
2020-09-02,Decision São Paulo,Nelson-Page,2955
2020-09-02,Decision São Paulo,Nelson-Page,2954
2020-09-02,Decision São Paulo,Morrison Ltd,2953
2020-09-02,Decision São Paulo,Mann and Sons,2952
2020-09-02,Decision São Paulo,Morrison Ltd,2951
2020-09-02,Decision São Paulo,"Morris, Moran and Dodson",2950
2020-09-02,Decision São Paulo,"Morris, Moran and Dodson",2949
2020-09-02,Decision São Paulo,"Morris, Moran and Dodson",2948
2020-09-02,Decision São Paulo,"Morris, Moran and Dodson",2947
2020-09-02,Decision São Paulo,"Morris, Moran and Dodson",2946
2020-09-02,Decision São Paulo,"Morris, Moran and Dodson",2945
2020-09-01,Decision São Paulo,Morrison Ltd,2944
2020-09-01,Decision São Paulo,Morrison Ltd,2943
2020-09-01,Decision São Paulo,Callahan-Hall,2942
2020-09-01,Decision São Paulo,Morrison Ltd,2941
2020-09-01,Decision São Paulo,Mann and Sons,2940
2020-09-01,Decision Campinas,Miller-Curry,2939
2020-09-01,Decision São Paulo,Morrison Ltd,2938
2020-08-31,Decision São Paulo,Barnes-Woods,2937
2020-08-31,Decision São Paulo,Barnes-Woods,2936
2020-08-31,Decision São Paulo,Barnes-Woods,2935
2020-08-31,Decision São Paulo,Barnes-Woods,2934
2020-08-31,Decision São Paulo,Barnes-Woods,2933
2020-08-31,Decision São Paulo,Barnes-Woods,2932
2020-08-31,Decision São Paulo,Barnes-Woods,2931
2020-08-31,Decision São Paulo,Morrison Ltd,2930
2020-08-31,Decision Campinas,Miller-Curry,2928
2020-08-31,Decision São Paulo,"Morris, Moran and Dodson",2927
2020-08-31,Decision Campinas,Miller-Curry,2926
2020-08-31,Decision Campinas,Miller-Curry,2925
2020-08-31,Decision Campinas,Miller-Curry,2924
2020-08-31,Decision São Paulo,"Morris, Moran and Dodson",2921
2020-08-31,Decision São Paulo,King-Russell,2920
2020-08-31,Decision São Paulo,Callahan-Hall,2919
2020-08-31,Decision São Paulo,Callahan-Hall,2918
2020-08-29,Decision São Paulo,Nelson-Page,2917
2020-08-29,Decision São Paulo,Nelson-Page,2916
2020-08-29,Decision São Paulo,Nelson-Page,2915
2020-08-29,Decision São Paulo,Nelson-Page,2914
2020-08-29,Decision São Paulo,Nelson-Page,2913
2020-08-29,Decision São Paulo,Nelson-Page,2912
2020-08-29,Decision São Paulo,Nelson-Page,2911
2020-08-29,Decision São Paulo,Nelson-Page,2910
2020-08-29,Decision São Paulo,Nelson-Page,2909
2020-08-29,Decision São Paulo,Nelson-Page,2908
2020-08-29,Decision São Paulo,Nelson-Page,2907
2020-08-29,Decision São Paulo,Nelson-Page,2906
2020-08-29,Decision São Paulo,Nelson-Page,2905
2020-08-28,Decision São Paulo,Morrison Ltd,2904
2020-08-28,Decision Campinas,Miller-Curry,2903
2020-08-27,Decision São Paulo,"Wade, Bernard and Bailey",2902
2020-08-26,Decision São Paulo,Johnson-Aguirre,2901
2020-08-26,Decision São Paulo,Morrison Ltd,2900
2020-08-26,Decision São Paulo,Morrison Ltd,2898
2020-08-26,Decision São Paulo,Morrison Ltd,2897
2020-08-26,Decision São Paulo,Morrison Ltd,2896
2020-08-26,Decision São Paulo,Morrison Ltd,2895
2020-08-26,Decision São Paulo,Gonzalez and Sons,2894
2020-08-26,Decision São Paulo,Gonzalez and Sons,2893
2020-08-26,Decision São Paulo,"Wade, Bernard and Bailey",2892
2020-08-26,Decision São Paulo,"Wade, Bernard and Bailey",2891
2020-08-25,Decision São Paulo,"Morris, Moran and Dodson",2890
2020-08-25,Decision São Paulo,King-Russell,2889
2020-08-25,Decision São Paulo,Callahan-Hall,2888
2020-08-25,Decision São Paulo,Nelson-Page,2887
2020-08-25,Decision São Paulo,Morrison Ltd,2886
2020-08-25,Decision São Paulo,Morrison Ltd,2885
2020-08-25,Decision São Paulo,"Morris, Moran and Dodson",2884
2020-08-24,Decision São Paulo,"Morris, Moran and Dodson",2883
2020-08-21,Decision Campinas,Miller-Curry,2878
2020-08-20,Decision São Paulo,"Morris, Moran and Dodson",2875
2020-08-20,Decision São Paulo,"Morris, Moran and Dodson",2874
2020-08-19,Decision São Paulo,"Morris, Moran and Dodson",2873
2020-08-19,Decision São Paulo,"Wade, Bernard and Bailey",2872
2020-08-19,Decision São Paulo,Barnes-Woods,2871
2020-08-19,Decision Campinas,Miller-Curry,2870
2020-08-19,Decision Campinas,Miller-Curry,2869
2020-08-19,Decision Campinas,Miller-Curry,2868
2020-08-19,Decision Campinas,Miller-Curry,2867
2020-08-19,Decision Campinas,Miller-Curry,2866
2020-08-19,Decision Campinas,Miller-Curry,2865
2020-08-19,Decision Campinas,Miller-Curry,2864
2020-08-19,Decision São Paulo,Nelson-Page,2863
2020-08-19,Decision Campinas,Miller-Curry,2862
2020-08-19,Decision Campinas,Miller-Curry,2861
2020-08-19,Decision Campinas,Miller-Curry,2860
2020-08-19,Decision Campinas,Miller-Curry,2859
2020-08-19,Decision Campinas,Miller-Curry,2858
2020-08-19,Decision Campinas,Miller-Curry,2857
2020-08-19,Decision Campinas,Miller-Curry,2856
2020-08-19,Decision Campinas,Miller-Curry,2855
2020-08-19,Decision Campinas,Miller-Curry,2854
2020-08-19,Decision Campinas,Miller-Curry,2852
2020-08-19,Decision Campinas,Miller-Curry,2851
2020-08-19,Decision Campinas,Miller-Curry,2850
2020-08-19,Decision São Paulo,Nelson-Page,2849
2020-08-19,Decision Campinas,Miller-Curry,2848
2020-08-19,Decision Campinas,Miller-Curry,2847
2020-08-19,Decision Campinas,Miller-Curry,2846
2020-08-19,Decision Campinas,Miller-Curry,2845
2020-08-19,Decision Campinas,Miller-Curry,2844
2020-08-19,Decision São Paulo,"Morris, Moran and Dodson",2843
2020-08-17,Decision São Paulo,Nelson-Page,2841
2020-08-17,Decision São Paulo,"Morris, Moran and Dodson",2840
2020-08-14,Decision São Paulo,"Wade, Bernard and Bailey",2839
2020-08-14,Decision São Paulo,Nelson-Page,2838
2020-08-14,Decision São Paulo,Callahan-Hall,2837
2020-08-14,Decision São Paulo,Callahan-Hall,2836
2020-08-14,Decision São Paulo,"Morris, Moran and Dodson",2835
2020-08-14,Decision São Paulo,Morrison Ltd,2834
2020-08-13,Decision São Paulo,"Morris, Moran and Dodson",2833
2020-08-13,Decision São Paulo,King-Russell,2832
2020-08-13,Decision São Paulo,King-Russell,2831
2020-08-13,Decision São Paulo,King-Russell,2830
2020-08-13,Decision São Paulo,Morrison Ltd,2829
2020-08-13,Decision São Paulo,Morrison Ltd,2828
2020-08-13,Decision São Paulo,Morrison Ltd,2827
2020-08-13,Decision São Paulo,Morrison Ltd,2826
2020-08-13,Decision São Paulo,"Morris, Moran and Dodson",2825
2020-08-13,Decision Campinas,Miller-Curry,2824
2020-08-13,Decision Campinas,Miller-Curry,2823
2020-08-13,Decision Campinas,Miller-Curry,2822
2020-08-13,Decision São Paulo,Callahan-Hall,2821
2020-08-13,Decision São Paulo,Callahan-Hall,2820
2020-08-13,Decision São Paulo,Callahan-Hall,2819
2020-08-12,Decision São Paulo,King-Russell,2815
2020-08-11,Decision São Paulo,Nelson-Page,2814
2020-08-11,Decision São Paulo,Nelson-Page,2813
2020-08-11,Decision São Paulo,Nelson-Page,2812
2020-08-11,Decision São Paulo,Nelson-Page,2811
2020-08-10,Decision São Paulo,King-Russell,2810
2020-08-10,Decision São Paulo,King-Russell,2809
2020-08-10,Decision São Paulo,King-Russell,2808
2020-08-10,Decision São Paulo,King-Russell,2807
2020-08-10,Decision São Paulo,Salas-Yoder,2806
2020-08-10,Decision São Paulo,"Wade, Bernard and Bailey",2805
2020-08-07,Decision São Paulo,Morrison Ltd,2804
2020-08-07,Decision São Paulo,Dougherty-Gilbert,2803
2020-08-07,Decision São Paulo,Dougherty-Gilbert,2802
2020-08-06,Decision São Paulo,Johnson-Aguirre,2801
2020-08-06,Decision São Paulo,"Morris, Moran and Dodson",2799
2020-08-05,Decision São Paulo,King-Russell,2798
2020-08-05,Decision São Paulo,King-Russell,2797
2020-08-05,Decision São Paulo,King-Russell,2796
2020-08-05,Decision São Paulo,King-Russell,2795
2020-08-05,Decision São Paulo,King-Russell,2794
2020-08-05,Decision São Paulo,"Morris, Moran and Dodson",2793
2020-08-05,Decision São Paulo,"Wade, Bernard and Bailey",2792
2020-08-05,Decision São Paulo,"Wade, Bernard and Bailey",2791
2020-08-05,Decision São Paulo,"Morris, Moran and Dodson",2790
2020-08-05,Decision São Paulo,"Morris, Moran and Dodson",2789
2020-08-05,Decision São Paulo,"Morris, Moran and Dodson",2788
2020-08-05,Decision São Paulo,"Morris, Moran and Dodson",2787
2020-08-05,Decision São Paulo,"Morris, Moran and Dodson",2786
2020-08-04,Decision São Paulo,"Morris, Moran and Dodson",2785
2020-08-04,Decision São Paulo,"Morris, Moran and Dodson",2784
2020-08-04,Decision São Paulo,Nelson-Page,2783
2020-08-04,Decision São Paulo,"Wade, Bernard and Bailey",2782
2020-08-03,Decision São Paulo,King-Russell,2781
2020-08-03,Decision São Paulo,"Morris, Moran and Dodson",2780
2020-08-03,Decision São Paulo,"Morris, Moran and Dodson",2779
2020-07-31,Decision Campinas,Miller-Curry,2778
2020-07-31,Decision São Paulo,"Garcia, Brown and Williams",2777
2020-07-31,Decision São Paulo,"Garcia, Brown and Williams",2776
2020-07-31,Decision São Paulo,Callahan-Hall,2775
2020-07-31,Decision São Paulo,Callahan-Hall,2774
2020-07-31,Decision São Paulo,Callahan-Hall,2773
2020-07-31,Decision São Paulo,"Morris, Moran and Dodson",2772
2020-07-31,Decision São Paulo,"Morris, Moran and Dodson",2771
2020-07-31,Decision São Paulo,"Morris, Moran and Dodson",2770
2020-07-31,Decision Campinas,Miller-Curry,2769
2020-07-31,Decision Campinas,Miller-Curry,2768
2020-07-29,Decision São Paulo,Morrison Ltd,2767
2020-07-29,Decision São Paulo,"Morris, Moran and Dodson",2766
2020-07-29,Decision São Paulo,"Morris, Moran and Dodson",2765
2020-07-27,Decision Campinas,Miller-Curry,2764
2020-07-27,Decision Campinas,Miller-Curry,2763
2020-07-27,Decision Campinas,Miller-Curry,2762
2020-07-27,Decision Campinas,Miller-Curry,2761
2020-07-27,Decision Campinas,Miller-Curry,2760
2020-07-27,Decision Campinas,Miller-Curry,2759
2020-07-27,Decision Campinas,Evans PLC,2758
2020-07-27,Decision Campinas,Miller-Curry,2757
2020-07-27,Decision São Paulo,Nelson-Page,2756
2020-07-27,Decision São Paulo,Nelson-Page,2755
2020-07-24,Decision São Paulo,"Morris, Moran and Dodson",2754
2020-07-24,Decision São Paulo,"Morris, Moran and Dodson",2753
2020-07-24,Decision São Paulo,"Morris, Moran and Dodson",2752
2020-07-24,Decision São Paulo,"Morris, Moran and Dodson",2751
2020-07-24,Decision São Paulo,"Morris, Moran and Dodson",2750
2020-07-24,Decision São Paulo,Mann and Sons,2749
2020-07-23,Decision São Paulo,King-Russell,2748
2020-07-23,Decision São Paulo,King-Russell,2747
2020-07-23,Decision São Paulo,King-Russell,2746
2020-07-23,Decision São Paulo,King-Russell,2745
2020-07-23,Decision São Paulo,"Morris, Moran and Dodson",2744
2020-07-23,Decision São Paulo,"Morris, Moran and Dodson",2743
2020-07-23,Decision São Paulo,"Wade, Bernard and Bailey",2742
2020-07-23,Decision São Paulo,"Wade, Bernard and Bailey",2741
2020-07-22,Decision São Paulo,Morrison Ltd,2740
2020-07-22,Decision São Paulo,King-Russell,2739
